ID,LATITUDE,LONGITUDE,DATUM,NETWORK_ST,STATION_NA,METHOD,VS30__M_S_,MAX_DEPTH,CONTACT,REFERENCE,URL,GEOLOGIC_D,COMMENTS,IP2007,Junko2018
SKA.320,45.52508,-122.66931,WGS84?,NA,old town,DH_CH,166.1,33.8,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,15,8
SKA.885,49.134417,-122.930031,WGS84?,NA,SCPT93-4,SCPT,166.3,34.05,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,8,11
SKA.864,49.118223,-123.070528,WGS84?,NA,SCPT88-2,SCPT,166.5,34.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,12,11
SKA.869,49.082711,-122.979408,WGS84?,NA,SCPT88-7,SCPT,166.5,30.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
SKA.910,49.174643,-122.966608,WGS84?,NA,SFU90-1,PS_Susp_Log,166.8,42,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,13,8
SKA.867,49.170811,-123.114502,WGS84?,NA,SCPT88-5,SCPT,166.8,29,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,16,11
UGS.265,41.20838,-112.059972,WGS84,NA,Kanesville Elementary School,SASW,167,35,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,NA,Original coordinates in UTM Zone 12 NAD27.,16,9
TH.1245,35.206058,-90.327202,WGS84,NA,CNC009,SCPT,167,26.7,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
TH.888,28.833139,-95.636498,WGS84,NA,MGA009,SCPT,167,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
SKA.880,49.105644,-122.957476,WGS84?,NA,SCPT92-3,SCPT,167.3,19.15,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,16,11
DB.118,33.180045,-115.620836,WGS84,NA,Salton Sea Wildlife Refuge,Downhole,167.4,27.7,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,18,11
SKA.109,48.92765,-122.42845,WGS84?,NA,Abbot Rd,SH-Wave_refr,167.7,31.5,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,16,11
SKA.584,45.456174,-123.875792,WGS84?,NA,TC35,SH-Wave_refr,167.9,36,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,7,10
SKA.895,49.094823,-123.087618,WGS84?,NA,SCPT94-5,SCPT,167.9,31.3,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
UGS.147,40.755873,-111.899592,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,168,30,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,12,10
SKA.873,49.091259,-123.001321,WGS84?,NA,SCPT89-3,SCPT,168,29.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,16,11
UGS.139,40.724537,-111.912727,WGS84,NA,I-15 Rebuild 900 South,SCPT,168,40,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,16,11
UGS.160,40.767814,-111.910499,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,168,30,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,8,11
UGS.266,41.264913,-112.111549,WGS84,NA,West Weber Hay Field,SASW,168,40,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,NA,Original coordinates in UTM Zone 12 NAD27.,16,11
TH.1218,35.682919,-90.015839,WGS84,NA,MSC045,SCPT,168,20.4,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
TH.889,28.825371,-95.644623,WGS84,NA,MGA010,SCPT,168,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
SKA.868,49.082713,-123.001321,WGS84?,NA,SCPT88-6,SCPT,168.1,29.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,16,11
DB.265,37.795634,-122.395175,WGS84,NA,Embarcadero Plaza,Downhole,168.5,80,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,18,6
SKA.801,49.032691,-123.14839,WGS84?,NA,FD95-4,PS_Susp_Log,169,88,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
TH.965,32.79533,-79.773857,WGS84,NA,CHN004,SCPT,169,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,18,11
UGS.156,40.763529,-111.91467,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,169,35,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,8,11
UGS.291,40.132526,-111.729262,WGS84,NA,Les Youd Farm,SASW,169,30,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,NA,Original coordinates in UTM Zone 12 NAD27.,16,11
SKA.896,49.188392,-122.933385,WGS84?,NA,SCPT94-6,SCPT,169.1,31.15,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,5,8
SKA.841,49.128424,-123.195278,WGS84?,NA,SCP95-15,SCPT,169.2,35.7,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.877,49.17279,-123.114507,WGS84?,NA,SCPT89-7,SCPT,169.2,29.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,16,11
SKA.890,49.079531,-123.087592,WGS84?,NA,SCPT93-9,SCPT,169.4,34.1,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
DB.138,37.944679,-122.511569,WGS84,NA,Larkspur Ferry,Downhole,169.7,38.6,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,11,3b
SKA.911,49.040241,-123.051948,WGS84?,NA,SFU90-2,PS_Susp_Log,169.7,36,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
TH.104,37.815701,-122.295998,WGS84,NA,OAK019,SCPT,170,19.9,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,15,8
JO.28,18.458211,-66.539716,NA,NA,Barceloneta,"Seismic Refraction (S-wave), ReMi",170,NA,Jack K. Odum,"Odum, J. K., Stephenson, W. J., Williams, R. A., and C. von Hillebrandt-Andrade (2013), Vs30 and spectral response from collocated shallow, active-, and passive-source Vs data at 27 sites in Puerto Rico, Bull. Seism. Soc. Am., v. 103, n. 5, pp. 2709-2728",http://www.seismosoc.org/publications/bssa/,"Renken, R. A., W. C. Ward, I. P. Gill, F. Gomez-Gomez, and J. Rodriguez-Martinez (2002), Geology and Hydrogeology of the Caribbean Islands Aquifer System of the Commonwealth of Puerto Rico and the U.S. Virgin Islands, U.S. Geol. Surv. Prof. Pap. 1419, 14",NA,13,10
TH.1099,46.47068,-96.953491,WGS84,NA,RCD019,SCPT,170,20.6,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,12,11
UGS.138,40.725064,-111.913279,WGS84,NA,I-15 Rebuild 900 South,SCPT,170,31,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,16,11
UGS.144,40.755378,-111.908778,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,170,34,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,12,11
SKA.4,47.52,-122.29833,WGS84?,UW,BSFP,MASW; MAM; P-Wave_refr,170.5,40,Ray_Cakir,CakirAndWalsh2010,http://www.dnr.wa.gov/Publications/ger_misc_20_strong_motion_sites.pdf,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,7,8
JO.TAC.17,47.188256,-122.319108,WGS84,NA,tb28,SPAC,170.7,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams", ,NA,Jack Odum and http://ngmdb.usgs.gov/maps/mapview/,NA,13,8
SKA.40,46.6855,-123.734,WGS84?,NA,7045 Raymond; Fire Station,MASW; MAM; Ambient; P-Wave_refr; SH-Wave_refr,171,40.8,Ray_Cakir,CakirAndWalsh2011,http://www.dnr.wa.gov/Publications/ger_misc_23_strong_motion_sites.pdf,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,5,6
RC.20,46.685,-123.734,NA,7045,"Raymond, Fire Station","MASW (R-wave), AM, Seismic Refraction (P-wave), Seismic Refraction (S-wave), HVSR",171,32,Recep Cakir,"Cakir, R., and T. J. Walsh (2011) Shallow seismic site characterizations at 23 strong-motion station sites in and near Washington state, NEHRP Tech Reprt G10AP00027, 103 pp.",http://earthquake.usgs.gov/research/external/reports/G10AP00027.pdf,"Wagner, H. C. (1967), Preliminary geologic map of the Raymond quadrangle, Pacific County, Wash.: U.S. Geological Survey Open-File Report 67-265, 1 sheet, scale 1:62,500. [accessed Feb. 28, 2011 at http://pubs.er.usgs.gov/usgspubs/ofr/ofr67265.",NA,5,6
KS.1,33.0878,-115.5222,NA,NA,Wildlife Liquefaction Array (WLA),SASW,171,91,Kenneth H. Stokoe,NA,http://nees.org/dataview/spreadsheet/sasw,NA,NA,16,11
KS.2,33.0878,-115.5222,NA,NA,Wildlife Liquefaction Array (WLA),SASW,171,12,Kenneth H. Stokoe,NA,http://nees.org/dataview/spreadsheet/sasw,NA,NA,16,11
TH.1201,35.602009,-89.977203,WGS84,NA,WILS2,SCPT,171,21.4,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,11
TH.1236,36.301849,-89.689163,WGS84,NA,PST022,SCPT,171,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,14,11
TH.1100,46.470669,-96.988876,WGS84,NA,RCD020,SCPT,171,20.8,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
TH.1229,36.834122,-89.278473,WGS84,NA,MSI006,SCPT,171,20.5,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,12
SKA.871,49.077298,-122.935591,WGS84?,NA,SCPT89-1,SCPT,171.1,48.45,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.792,49.169785,-123.146999,WGS84?,NA,FD93-2,PS_Susp_Log,171.2,49.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.829,49.155858,-123.196071,WGS84?,NA,SCP93-12,SCPT,171.2,30.1,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.804,49.163949,-123.13808,WGS84?,NA,FD96-1,PS_Susp_Log,171.7,293.25,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
TH.239,35.10162,-120.62456,WGS84,NA,SOC028,SCPT,172,18.9,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,11,6
JO.51,18.4379,-66.125328,WGS84,NA,"Estadio P. Cepeda, stadium, San Juan",ReMi,172,NA,"USGS Golden: J. Odum, W. Stephenson, R. Williams","VS30 and Spectral Response from Collocated Shallow, Active-, and Passive-Source VS Data at 27 Sites in Puerto Rico by J.K. Odum, W.J. Stephenson, et al. (2013)",http://bssa.geoscienceworld.org/content/103/5/2709,NA,NA,18,8
TH.574,37.45872,-122.10455,WGS84,NA,SCC169,SCPT,172,33.8,Thomas L. Holzer,NA,http://earthquake.usgs.gov/research/cpt/data/,NA,NA,16,10
SKA.287,47.572,-122.338,WGS84?,NA,Spokane St. Viaduct (S11f),Unknown,172.1,30.5,Ray_Cakir,BilderbackEA2008_(WA-DNR_08-2),http://www.dnr.wa.gov/Publications/ger_ofr2008-2_shear_wave_database.zip,http://www.dnr.wa.gov/publications/ger_portal_surface_geology_24k.zip; http://www.dnr.wa.gov/publications/ger_portal_surface_geology_100k.zip,Measured,18,8
DB.124,37.825513,-122.374015,WGS84,NA,Treasure Island,Downhole,172.1,100,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,18,10
SKA.798,49.015842,-123.168171,WGS84?,NA,FD95-1,PS_Susp_Log,172.1,146,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.835,49.155858,-123.196346,WGS84?,NA,SCP94-12,SCPT,172.2,25.2,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,DEA13,18,11
DB.266,37.777134,-122.406625,WGS84,NA,Bessie Charmichael School,Downhole,172.4,87.5,David M. Boore,"Boore, D. M. (2003), A compendium of P- and S-wave velocities from surface- to-borehole logging: Summary and reanalysis of previously published data and analysis of unpublished data, U.S. Geological Survey Open-File Report 2003-191, 13 p.",http://www.daveboore.com/data_online.html,NA,Original coordinates were in NAD27; converted to WGS84 using ArcGIS.,7,3a
SKA.862,49.075963,-123.023914,WGS84?,NA,SCPT87-2,SCPT,172.4,34.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
SKA.859,49.122553,-123.04792,WGS84?,NA,SCPM95-1,SCPT,172.6,66.08,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,12,11
SKA.915,49.102051,-123.023241,WGS84?,NA,VAN94-2,SCPT,172.7,35.4,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
SKA.902,49.112398,-123.009542,WGS84?,NA,SCPT95-3,SCPT,172.8,44.85,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,16,11
JO.26,18.4379,-66.125328,NA,NA,"Estadio P. Cepeda, stadium, San Juan","Seismic Refraction (S-wave), ReMi",173,NA,Jack K. Odum,"Odum, J. K., Stephenson, W. J., Williams, R. A., and C. von Hillebrandt-Andrade (2013), Vs30 and spectral response from collocated shallow, active-, and passive-source Vs data at 27 sites in Puerto Rico, Bull. Seism. Soc. Am., v. 103, n. 5, pp. 2709-2728",http://www.seismosoc.org/publications/bssa/,"Renken, R. A., W. C. Ward, I. P. Gill, F. Gomez-Gomez, and J. Rodriguez-Martinez (2002), Geology and Hydrogeology of the Caribbean Islands Aquifer System of the Commonwealth of Puerto Rico and the U.S. Virgin Islands, U.S. Geol. Surv. Prof. Pap. 1419, 14",NA,18,8
ET.3,35.73275,-120.28935,NA,36228,809CHO,SASW,173,110,Eric M. Thompson,"Thompson, E. M., Kayen, R. E., Carkin, B., and H. Tanaka (2010), Surface-wave site characterization at 52 strong-motion recording stations affected by the Parkfield, California, M6.0 earthquake of 28 September 2004, USGS Open File Report 2010-1168, 120 p",http://pubs.usgs.gov/of/2010/1168/,NA,NA,5,10
UGS.148,40.758091,-111.908578,WGS84,NA,I-15 Rebuild 600 South to 600 North,SCPT,173,37,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (1996), Shear wave velocity and geotechnical data for the I-15 reconstruction project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,12,11
UGS.201,40.923507,-111.899094,WGS84,NA,Proposed Legacy Parkway,SCPT,173,37,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,"Conetec/Kleinfelder (2000), Shear wave velocity and geotechnical data for the proposed Legacy Highway project, Salt Lake County, Utah: Various unpublished consultants reports, variously paginated.",Original coordinates in UTM Zone 12 NAD27.,18,11
UGS.267,41.165378,-112.120701,WGS84,NA,Hooper Elementary School,SASW,173,35,Chris Pankow,"McDonald, G.N., and F. X. Ashland (2008), Earthquake site conditions in the Wasatch Front urban corridor, Utah: Utah Geological Survey Special Study 125, 1 pl. scale 1:50,000, 41 p., CD.",http://geology.utah.gov/ghp/consultants/geophysical_data/shear-wave_velocity.htm,NA,Original coordinates in UTM Zone 12 NAD27.,14,11
SKA.795,49.031882,-123.147978,WGS84?,NA,FD93-5,PS_Susp_Log,173.1,43.5,Jim_Hunter,HunterEA1998_(GSC_OF3622),http://geoscan.nrcan.gc.ca/starweb/geoscan/servlet.starweb?path=geoscan/fulle.web&search1=R=298718,http://geoscan.ess.nrcan.gc.ca/cgi-bin/starfinder/0?path=geoscan.fl&id=fastlink&pass=&search=R%3D194084&format=FLFULL,Measured,18,11
SKA.503,45.577826,-122.560979,WGS84?,NA,MTP7,SCPT,173.2,31,Ian_Madin;Bill_Burns,MadinAndBurns2013_(DOGAMI_O-13-06),http://www.oregongeology.org/pubs/ofr/p-O-13-06.htm,http://www.oregongeology.org/pubs/dds/p-OGDC-6.htm,Measured,10,8
